tag,word_type,arabic,english,arabic_latin,
work, (v),شتغل,work,shtaghal,
work, (n),خبرة,work experience,khebrah,
work, (n),إجازة عمل,work permit,2jaazeh 3amel,
work, (ph),أشغال شاقة,hard labor,2shghaal shaa2ah,
work, (ph),بدي شتغل راقّصة,I want to work as a belly dancer,bdy shtghl raa22Sah,
work, (ph),بشكل من الأشكال,in one way or another,beshakel men aal2shkaal,
children, (v),تولدن,act childish,twaldan,
children, (v),تبنّى,adopt,tbannaa,
children, (n),تبنّ,adoption,tabanne,
children, (v),تاح,allow,taa7,
children, (n),بيبي,baby,bêbê,
children, (n),بالون,balloon,ballon,
children, (v),تحمّم,bathe oneself,t7mmm,
children, (p),أوعى,be careful,2w3aa,
children, (v),تهضمن,be cute,thaDman,
children, (v),تشيطن,be naughty,tshayTan,
children, (v),تعاقب,be punished,t3aa2b,
children, (v),تحبل,become pregnant,ta7bal,
children, (v),تصرّف,behave,tSrrf,
children, (n),إزعاج,bother,2z3aaj,
children, (v),ربّي,bring up,robbeya,
children, (v),تنمّر,bully,tnamaar,
children, (n),بونبون,candy,bonbon,
children, (n),تكريس الطفل,child dedication,takrys aalTofol,
children, (n),بدلة ولّاديّة,child's suit,bdleh wllaadyyh,
children, (v),تعى,come [imperative],t3aa,
children, (v),تولّى,conduct,twallaa,
children, (v),حبى,crawl,7abaa,
children, (n),غاردوري,daycare,garderie,
children, (v),أدّب,discipline,2adaab,
children, (adj),تربوي,educational,tarbawy,
children, (v),غار,envy,ghaar,
children, (n),بيريدورال,epidural,péridurale,
children, (n),أبو,father of,2bw,
children, (adj),أبويّ,fatherly,2abaweyy,
children, (n),جنين,fetus [US],janyn,
children, (adj),غنوج,flirty?,ghonwj,
children, (v),حبل,get pregnant,7ebel,
children, (n),بوظة,ice cream,bwZh,
children, (adj),إبتدائي,initial,2btedaa2y,
children, (n),داية,midwife,daayeh,
children, (v),تسعدن,monkey around,tsa3dan,
children, (n),إهمال,neglect,2hmaal,
children, (n),ابن أخت,nephew,aabno 2okht,
children, (adj),خلقان جديد,newborn,khl2aan jdyd,
children, (v),غنّج,pamper [s.o.],ghanaaj,
children, (n),بانادول,Panadol [Tylenol equivalent],Panadol,
children, (n),طبّ أطفال,pediatrics,Tbb 2Tfaal,
children, (n),أمبورة,penis,2ambwrah,
children, (n),إجّة,piggy bank,2jjh,
children, (adj),حامل,pregnant,7aamel,
children, (adj),حبلى,pregnant,7blaa,
children, (adj),حبلي,pregnant,7ebly,
children, (n),بابا نويل,Santa Claus,baabaa nwyl,
children, (v),خربش,scribble,kharbash,
children, (v),خرطش,scribble,kharTash,
children, (v),تربّع,sit crosslegged on the floor,trabaa3,
children, (n),تزحيط,slide,tez7yT,
children, (n),ابن,son,aaebn,
children, (v),تشّ,spoil [a child],tshsh,
children, (v),تمرجح,swing,tmarja7,
children, (n),الصغار,the children,aalSghaar,
children, (v),غرغر,tickle,gharghar,
children, (n),تربية,upbringing,tarebyeh,
children, (v),تهزهز,wiggle,thazhaz,
children, (ph),أوبا,hey!,opa,
children, (ph),إبنك لا تعلّمه الدّهر بيعلّمه,your son will learn by life's lessons,2bnk laa t3llmh aalddhr by3llmh,
personality, (n),إنفعال,agitation,2nf3aal,
personality, (adj),بشوش,always smiley person,bashwsh,
personality, (adj),جذّاب,attractive,jzzaab,
personality, (v),تجرّأ,be bold,tjarr2,
personality, (v),تهضمن,be cute,thaDman,
personality, (v),تّصف,be described,ttSf,
personality, (v),بخل,be stingy,bekhel,
personality, (v),تباخل,be stingy,tbaakhal,
personality, (v),ستقتل,become very enthusiastic about,sta2tal,
personality, (n),تصرّف,behavior,taSaroof,
personality, (adj),جريء,bold,jary2,
personality, (adv),برواق,calmly,brwaa2,
personality, (adv),بهدوء,calmly,behodw2,
personality, (v),تحدّى,challenge,t7addaa,
personality, (n),ألتزام,commitment,2ltzaam,
personality, (n),إلتزام,commitment,2ltezaam,
personality, (n),إرتكاب,committing,2ertekaab,
personality, (adj),بنّاء,constructive,bnnaa2,
personality, (n),شجاعة,courage,shajaaa3ah,
personality, (adj),شجاع,courageous,shojaa3,
personality, (p),بجنون,crazily,bejnwn,
personality, (n),خلقة,creation,khel2ah,
personality, (adj),إنتقادي,critical,2nt2aady,
personality, (v),تجرّأ,dare,tjrr2,
personality, (v),سترجى,dare,strjaa,
personality, (v),بيزيّن,decorating,byzayeen,
personality, (v),ستحقّ,deserve,st722,
personality, (adj),أمين,faithful,2myn,
personality, (v),ستحى,feel shy,sta7aa,
personality, (v),تعوّد,get used to,t3awaad,
personality, (n),جاذبيّة,gravity,jaazbeyyh,
personality, (p),بتواضع,humbly,btwaaD3,
personality, (n),إرتجال,improvising,2ertejaal,
personality, (n),غريزة,instinct,gharyzeh,
personality, (v),تدخّل,interfere,tdakhaal,
personality, (adj),بليد,lazy and slow,balyd,
personality, (n),بعزقجي,money waster,ba3za2jy,
personality, (n),جلادة,patience,jlaadeh,
personality, (adv),بتروّي,patiently,btrwwy,
personality, (v),ثابر,persist,saabar,
personality, (n),شخصيّة,personality,shkhSyyh,
personality, (n),أفضلية,preference,2fDlyeh,
personality, (adj),جفص,pushes people away,jofeS,
personality, (adj),قابل,receptive,2aabl,
personality, (v),أهّل,reeducate,2ahaal,
personality, (adj),ثقيل,rude,sa2yl,
personality, (adj),أناني,selfish,2naany,
personality, (adj),جدي,serious,jady,
personality, (v),تباهى,show off,tbaahaa,
personality, (n),بهورجي,show-off,bahwarjy,
personality, (adj),داهي,shrewd,daahy,
personality, (v),جافى,shun,jaafaa,
personality, (v),تبغدد,spend a lot of money,tbaghdad,
personality, (n),ثبات,steadiness,sabaat,
personality, (adj),بخيل,stingy,bakhyl,
personality, (adv),بهبل,stupidly,behabal,
personality, (adj),إسلوبي,stylistic,2slwby,
personality, (n),ذوق,taste,zw2,
personality, (n),أهل للثقة,trustworthy,2hl lels2ah,
personality, (n),إستقامة,uprightness,2st2aamh,
personality, (n),إرادة,will,2raadeh,
personality, (adj),إرادي,willing,2raady,
personality, (adj),تشنج,wound tight,tshanoj,
personality, (ph),إصراراً ومثابرةً,determined and persistent,2Sraaraaan wmosaabrahan,
personality, (ph),إله ضهر,he is powerful,2loh Daher,
personality, (ph),إله كلمة,he is powerful,2loh klmh,
personality, (ph),أنا متل ما أنا,i am the way i am,2naa mtl maa 2naa,
personality, (ph),بفضّل شي على شي,I prefer this over that,bfDDl  shy  3laa shy,
personality, (ph),بلا تهذيب,impolite,blaa thzyb,
personality, (ph),بلا ذوق,impolite,blaa zw2,
personality, (ph),شغلتي المفضّل هيّ,my favorite kind of s.t. is,shghlty aalmfDDl hyy,
personality, (ph),خفيف الدم,nice to be around,khfyf aaldm,
personality, (ph),تقيل الدم,no fun,t2yl aaldm,
personality, (ph),إكتفاء ذاتي,self-sufficient,2ktfaa2 zaaty,
law, (n),إجهاض,abortion,2jhaaD,
law, (v),تبنّى,adopt,tbannaa,
law, (n),إدّعاء,allegation,2dee3aa2,
law, (n),تعديل,amendment,t3dyl,
law, (n),إستئناف,appeal [legal],2ste2naaf,
law, (n),تفويض شرعي,attorney,tafwyD shr3y,
law, (v),تبرهن,be proven,tbarhan,
law, (n),تصديق,belief,taSdey2,
law, (v),غشّ,cheat,ghashsh,
law, (n),قانون مدني,civil law,2aanwn madany,
law, (n),إدانة,conviction,2daaneh,
law, (n),جريمة,crime,jarymh,
law, (n),طلاق,divorce,Talaaa2,
law, (v),خالف,do something illegal,khaalf,
law, (n),تطويق,enforcement,tTwy2,
law, (n),إعدام,execution,23daam,
law, (n),جناية,felony,jnaayeh,
law, (n),جنين,fetus [US],janyn,
law, (n),خداع,fraud,khedaa3,
law, (v),أقرّ,give formal consent to,2a2arra,
law, (n),ذنب,guilt,znb,
law, (n),التحرّش,harassment,aalt7roosh,
law, (n),أشلاء بشريّة,human remains,2shlaa2 bashareyeeh,
law, (adj),غير شرعي,illegal,ghayr shar3y,
law, (n),إتّهام,impeachment,2tthaam,
law, (n),براءة,innocence,braa2ah,
law, (n),بريئ,innocent,bary2,
law, (adj),بريء,innocent,bry2,
law, (n),قانون دولي,international law,2aanwn dowaly,
law, (n),تحقيق,investigation,ta72y2,
law, (v),حاكم,judge,7aakam,
law, (n),توراة,law,tawraaah,
law, (adj),شرعيٍ,lawful,shar3eyen,
law, (adv),قانونيًّا,lawfully,2aaanowneyyanaa,
law, (n),تشريع,legislation,tshry3,
law, (n),شرعيّة,legitimacy,shr3yyh,
law, (v),توسّط,mediate,twssT,
law, (n),خطّ واحد,one way,khaTT waa7ad,
law, (if),ظالم,oppressive,Zaalm,
law, (n),برلمان,parliament [like congress],parlement,
law, (adj),برلماني,parliamentary,brlmaany,
law, (n),براءة الإختراع,patent,braa2ah aal2khtraa3,
law, (n),كهنة,priests,kahanah,
law, (n),برهان,proof,brhaan,
law, (v),برهن,prove,barhan,
law, (adj),مسجّل,registered,msajjal,
law, (n),قانون شرعي,religious law,2aanwn shr3y,
law, (n),تار,revenge,taar,
law, (v),قوّص,shoot,2awaaS,
law, (n),تدخين,smoking,tadkhyn,
law, (n),تهريب,smuggling,tahryb,
law, (n),إسترويد,steroids,stéroïdes,
law, (n),إشارة,traffic sign,2shaarah,
law, (n),ظبط,traffic ticket,ZabeT,
law, (v),ظلم,treat unjustly,Zalam,
law, (adj),ظلم,unjust,Zolom,
law, (n),شاهد,witness,shaahd,
law, (n),إجازة عمل,work permit,2jaazeh 3amel,
law, (n),صكّ,written record,Sakk,
law, (n),زيناس,Zenas,zeynaaas,
law, (ph),بسبب عدم العدل,because of the lack of justice,bsbb 3dm aal3dl,
law, (ph),بلا لوم,blameless,balaa lawm,
law, (ph),تهريب المخدرات,drug trafficking,thryb aalmkhdraat,
law, (ph),شاهد زور,false witness,shaahd zwr,
law, (ph),أكل ظبط,get a [traffic/parking] ticket,2kl ZbT,
law, (ph),تحت الطاولة,under the table,t7t aalTaawleh,
family, (v),هجر,abandon [husband/wife],hajara,
family, (n),تعنيف,abuse,t3nyf,
family, (adj),معنّف,abused,mo3anaaf,
family, (if),معنّف,abuser,mo3aneef,
family, (n),إعجاب,admiration,23jaab,
family, (v),تبنّى,adopt,tbannaa,
family, (v),تعدّى,assault,t3addaa,
family, (n),بيبي,baby,bêbê,
family, (v),خبّط,beat violently,khabaaT,
family, (v),ترمّل,become a widower,tramaal,
family, (adj),حبيب,beloved,7byb,
family, (n),شهادة ميلاد,birth certificate,shhaadeh mylaad,
family, (v),جاب,bring,jaab,
family, (v),ربّي,bring up,robbeya,
family, (n),إخوان,brothers,2ekhwaan,
family, (n),إحتفال,celebration,2e7tefaal,
family, (n),طفل,child,Tfaal,
family, (v),بخع,contradict [s. o.] causing embarrassment,bakha3,
family, (n),إبن الخال,cousin (maternal),2bn aalkhaal,
family, (n),إبن العم,cousin (paternal),2bn aal3m,
family, (n),بنت خال,"cousin [female, maternal]",bnt khaal,
family, (n),إبن عمّ,"cousin [male, paternal]",2bn 3amm,
family, (v),بيأزّم,creates a crisis,by2azeem,
family, (n),أزمة,crisis,2azamah,
family, (n),بابا,Dad,baabaa,
family, (v),تّكل,depend on,ttkl,
family, (v),أدّب,discipline,2adaab,
family, (adj),أليف,domestic,2lyf,
family, (n),إحراج,embarrassment,27raaj,
family, (n),أسرة,extended family,2srah,
family, (n),أبو,father of,2bw,
family, (n),حما,father-in-law,7amaaa,
family, (adj),أبويّ,fatherly,2abaweyy,
family, (n),جينة,gene,jynaat,
family, (n),جيل,generation,jyl,
family, (v),تجوّز,get married,tjwwz,
family, (v),حبل,get pregnant,7ebel,
family, (v),تصوّر,have [one’s] picture taken,tSawaar,
family, (n),إرث,heritage,2eres,
family, (n),بيت,house,bayt,
family, (n),أهل البيت,household,2hl aalbyt,
family, (n),جوز,husband,jowz,
family, (n),إلفة,intimacy,2lfah,
family, (v),باس,kiss,baas,
family, (n),أوضة القعدة,living room,2wDah aal23deh,
family, (adv),بمحبّة,lovingly,bema7abbh,
family, (adj),متزوّج,married,metzwwej,
family, (adj),متجوّز,married,metjwwez,
family, (adj),مجوّز,married,mjwwaz,
family, (v),تزوّج,marry,tzawaaj,
family, (n),أمومة,maternity,2mwmh,
family, (n),ابن أخت,nephew,aabno 2okht,
family, (v),غنّج,pamper [s.o.],ghanaaj,
family, (adj),أبوي,parental,2abawy,
family, (n),أهل,parents,2hel,
family, (n),ألبوم صور,photo album,2lbwm Sowar,
family, (adj),حبلى,pregnant,7blaa,
family, (adj),حبلي,pregnant,7ebly,
family, (n),إحتياط,provision,27tyaaT,
family, (n),توطين,resettlement,tawTyn,
family, (n),أصل,root,2Sal,
family, (n),تضحيّة,sacrifice,taD7eyeeh,
family, (v),خانق,scold,khaana2,
family, (n),ابن,son,aaebn,
family, (v),تشّ,spoil [a child],tshsh,
family, (n),الكبار,the adults,aalkbaar,
family, (n),الصغار,the children,aalSghaar,
family, (adj),عزّابي,unmarried,3zzaaby,
family, (n),تربية,upbringing,tarebyeh,
family, (n),أرملة,widow,2armaleh,
family, (n),مرا,wife,mraa,
family, (ph),بالبيت,at home,baalbyt,
family, (ph),أخد الإذن,get permission,2akhad aal2ezen,
family, (ph),بطلان زواج,marriage annulment,boTlaan zawaaj,
family, (ph),تجوّز للمرّة تانية,remarry,tjwwz llmrrh taanyeh,
cars, (n),دعسة بينزين,accelerator,da3seh bynzyn,
cars, (n),أومبيلونس,ambulance,ambulance,
cars, (n),إسعاف,ambulance,2es3aaf,
cars, (adj),أوتوماتيك,automatic,automatique,
cars, (n),بطّاريّة,battery,baTTaareyyh,
cars, (v),غرّز,be stuck with wheels spinning,gharaaz,
cars, (n),صندوق,box,Sandw2,
cars, (n),جسر,bridge,jeser,
cars, (n),ضوّ العالي,brights,Daww aal3aaly,
cars, (n),جرّافة,bulldozer,jerraafeh,
cars, (n),أوتوبيس,bus,autobus,
cars, (n),بوسطة,bus,bwsTah,
cars, (n),باص,bus,baaS,
cars, (n),ميكانيك,car fee,mecanique,
cars, (v),غسّل,clean [with water],ghasaal,
cars, (n),دوبرياج,clutch,débrayage,
cars, (n),دبرياج,clutch,débrayage,
cars, (n),تابلو,dashboard,tableu,
cars, (n),أنقاض,debris,2n2aaD,
cars, (n),ضوّ الواطي,dim lights,Daww aalwaaTy,
cars, (n),سيخ زيت,dipstick,sykh zyt,
cars, (n),إتّجاه,direction,2eteejaah,
cars, (v),جرّ,drag,jrr,
cars, (n),محرّك,engine,m7rrk,
cars, (n),قشاط المروحة,fan belt,2shaaT aalmarwa7ah,
cars, (adj),أسرع,faster,2sr3,
cars, (n),سنكييم,fifth gear,cinquième,
cars, (n),برميير,first gear,première,
cars, (n),دعسة,floor mat,da3seh,
cars, (n),كترييم,fourth gear,quatrième,
cars, (n),مقعد إدماني,front seat,ma23ad 2dmaany,
cars, (n),ساعة البنزين,gas gauge,saa3ah aalbnzyn,
cars, (n),إشارة البنزين,gas gauge,2shaarah aalbnzyn,
cars, (n),طرنبة,gas station,Tronbeh,
cars, (n),بنزين,gasoline [US],bnzyn,
cars, (n),فيتاس,gear,vitesse,
cars, (n),شحم,grease,sha7em,
cars, (n),فريم الإيد,handbrake,frym aal2yd,
cars, (n),ضوّ الإدماني,headlight,Daww aal2dmaany,
cars, (n),غطا الموتير,hood [US],ghTaa aalmwtyr,
cars, (n),طارة,hub cap,Taarah,
cars, (adj),مسرع,hurrying,mosre3,
cars, (n),أسورونس,insurance,assurance,
cars, (n),كلاب البطّاريّة,jumper cables,klaab aalbTTaaryyh,
cars, (n),تدكير,jumping [a car battery],tedkyr,
cars, (n),تشحيم,lubrication,tsh7ym,
cars, (n),خريطة,map,kharyTah,
cars, (n),بيت نقّال,mobile home,bayt na22aal,
cars, (n),أوبشان,option,option,
cars, (n),بويا,paint,bwyaa,
cars, (n),باركينغ,Parking,parking,
cars, (n),شاحنة,pickup,shaa7neh,
cars, (n),بيكاب,pickup truck,pickup,
cars, (v),بنشر,puncture,banshar,
cars, (n),مقعد ورّاني,rear seat,ma23ad wrraany,
cars, (n),أنرييه,reverse,2naryyh,
cars, (n),أنريير,reverse,2naryyr,
cars, (v),خبس,run over someone or some animal,khbs,
cars, (n),دوزييم,second gear,deuxième,
cars, (n),مراية جنب,side mirror,mraayeh janab,
cars, (v),أشّر,signal,2ashaar,
cars, (n),سزييم,sixth gear,sixième,
cars, (n),سبير,spare tire,spare,
cars, (n),بوجي,spark plug,bougie,
cars, (n),كيلو متراج,speedometer,kilométrage,
cars, (v),بصم,stamp on the gas,bSm,
cars, (n),تدوير,starter,tadwyr,
cars, (n),دركسيون,steering wheel,direction,
cars, (n),فتحة السقف,sunroof,fat7eh aals2f,
cars, (n),جيب,SUV,Jeep,
cars, (n),ضّو الورّاني,tail-light,DDw aalwerraany,
cars, (n),تاكسي,taxi,taxi,
cars, (n),تروزييم,third gear,troisième,
cars, (n),دولاب جوّاني,tire with tube,dwlaab jwwaany,
cars, (n),عجقة سير,traffic,3j2ah syr,
cars, (n),حادث,traffic accident,7aades,
cars, (n),ظبط,traffic ticket,ZabeT,
cars, (n),حركة سير,"traffic, but not jammed",7arakeh syr,
cars, (n),ترانسمسيون,transmission,transmission,
cars, (n),تنقلات,transportation,tn2laat,
cars, (n),الطبّونيه,trunk,tamponner,
cars, (n),صندوق سيّارة,trunk [US],Sndw2 syyaarah,
cars, (n),دولاب بدون جوّاني,tubeless tire,dwlaab bdwn jwwaany,
cars, (n),ضوّ الإشارة,turn signal,Dww aal2shaarah,
cars, (n),شاسي,undercarriage,chassis,
cars, (v),غسل,wash,ghasal,
cars, (n),دولاب,wheel,dwlaab,
cars, (n),قزاز الإدماني,windshield,2zaaz aal2dmaany,
cars, (n),مسّاحة,windshield wiper,mssaa7ah,
cars, (n),كبسة المسّاحات,windshield wiper lever,kabseh aalmssaa7aat,
cars, (n),مفتاح المسّاحات,windshield wiper lever,meftaa7 aalmssaa7aat,
cars, (ph),أكل ظبط,get a [traffic/parking] ticket,2kl ZbT,
nature, (v),تأقلم,adapt,t22lm,
nature, (adj),برمائي,amphibious,barmaa2y,
nature, (n),أرضي شوكي,artichoke,2rDy shwky,
nature, (n),بكتيريا,bacteria,bacteria,
nature, (n),غصن,branch,ghSn,
nature, (n),بقّ,bug,b22,
nature, (n),ثور,bull,sawr,
nature, (n),أرز,cedar,2rzeh,
nature, (v),تسلّق,climb,tsalaa2,
nature, (n),ساحل,coast,saa7l,
nature, (n),خلقة,creation,khel2ah,
nature, (n),تمساح,crocodile,temsaa7,
nature, (n),غزال,deer,ghzaaleh,
nature, (n),التصحّر,desertification,aaltS77r,
nature, (v),تصحّر,desertify,tS77r,
nature, (n),غبرة,dust,ghabrah,
nature, (n),بيئة,environment,by2h,
nature, (adj),بيئي,environmental,by2y,
nature, (adj),تطوّري,evolutionary,tTwwry,
nature, (n),إنقراض,extinction,2n2raaD,
nature, (n),شجرة تّين,fig tree,shajaraha tteyn,
nature, (adj),جاري,flowing,jaary,
nature, (n),غابة,forest,ghaabeh,
nature, (n),ثعلب,fox,sa3lab,
nature, (n),ثمرة,fruit,samarah,
